accident_index,latitude,longitude,accident_severity,number_of_vehicles,number_of_casualties,date,day_of_week,time,road_type,speed_limit,junction_detail,light_conditions,weather_conditions,road_surface_conditions,urban_or_rural_area,first_road_class,police_force
DEMO103868,53.45259269077821,-1.6981843809326413,2,2,2,26/06/2025,4,06:52,9,50.0,6,7,1.0,1.0,1,2,18
DEMO103869,56.137916993986636,-4.157469476510567,1,4,6,19/08/2025,2,14:23,3,50.0,7,1,7.0,1.0,1,1,16
DEMO103870,51.24919001398466,0.01124770528925334,3,4,4,24/08/2025,7,01:53,2,40.0,0,1,1.0,2.0,1,3,37
DEMO103871,52.25060088941659,-1.9310522557455472,2,1,2,26/02/2025,3,07:07,6,30.0,2,4,8.0,4.0,1,4,31
DEMO103872,51.68546277743633,-3.5331910385106626,2,2,5,12/10/2025,7,03:58,3,50.0,7,1,1.0,1.0,1,3,12
DEMO103873,53.56177966686059,-3.3154764174086724,1,2,3,13/05/2025,2,05:47,2,70.0,2,1,4.0,2.0,1,4,20
DEMO103874,53.37639826464348,-1.511910339274674,3,3,4,17/11/2025,1,18:37,3,50.0,1,1,8.0,1.0,1,6,44
DEMO103875,53.537496190042006,-1.5198397430491775,3,3,4,22/09/2025,1,05:37,9,30.0,7,5,3.0,3.0,1,3,1
DEMO103876,55.75752095140296,-4.158034939466504,1,2,4,25/12/2025,4,01:56,3,40.0,7,1,7.0,2.0,1,5,36
DEMO103877,53.27805853121299,-2.1980749527792556,3,2,3,19/08/2025,2,05:22,1,40.0,2,7,9.0,1.0,1,4,10
DEMO103878,53.55040467203642,-2.3555187705782874,3,4,4,12/07/2025,6,02:09,2,20.0,9,1,3.0,2.0,1,6,29
DEMO103879,51.455755612214865,0.5083364210881353,3,2,2,10/03/2025,1,14:55,7,40.0,8,1,5.0,2.0,1,2,26
DEMO103880,51.556603088922444,-3.095671470536834,3,4,5,26/05/2025,1,23:06,6,30.0,7,7,1.0,2.0,1,1,15
DEMO103881,53.517957231853075,-2.348575762098953,3,2,3,10/11/2025,1,04:39,7,40.0,1,1,2.0,1.0,2,4,32
DEMO103882,52.89447295559542,-1.248315323956998,3,2,3,20/05/2025,2,17:15,7,20.0,7,1,1.0,2.0,1,2,11
DEMO103883,53.74755897373404,-2.81849501285275,2,3,4,20/01/2025,1,08:55,6,30.0,8,1,5.0,2.0,1,5,24
DEMO103884,52.29941332893395,-1.9442772839462794,3,4,5,31/03/2025,1,01:58,6,70.0,7,5,4.0,1.0,2,1,6
DEMO103885,51.4820490091381,-2.359180245023152,3,6,6,06/08/2025,3,16:28,12,20.0,7,4,3.0,1.0,1,1,5
DEMO103886,51.490617014931125,-0.14849727087118972,3,2,3,18/08/2025,1,05:31,9,30.0,1,4,8.0,3.0,1,5,29
DEMO103887,53.53612207191615,-2.335127566168525,3,1,1,26/12/2025,5,12:27,3,30.0,2,1,1.0,1.0,1,3,29
DEMO103888,52.49459822523123,-2.2354672082185734,3,7,8,07/12/2025,7,12:25,7,40.0,9,1,8.0,1.0,1,2,37
DEMO103889,56.14765032700745,-2.938926779452914,2,3,3,13/07/2025,7,14:56,1,70.0,1,1,1.0,3.0,1,1,18
DEMO103890,53.01107831107804,-1.4188430150570914,2,1,2,22/07/2025,2,03:17,1,50.0,7,1,1.0,1.0,2,4,35
DEMO103891,54.48018042679617,-5.750018560400982,2,1,1,20/10/2025,1,06:57,3,60.0,9,1,3.0,2.0,1,4,11
DEMO103892,53.22357363869236,-3.134985165472227,3,2,2,18/01/2025,6,17:39,9,30.0,0,1,1.0,1.0,1,4,6
DEMO103893,53.342310697236805,-2.0361048768063643,2,4,5,06/08/2025,3,22:57,12,30.0,9,5,4.0,1.0,1,2,17
DEMO103894,53.23471258562267,-1.1621323192567115,3,5,5,23/06/2025,1,00:36,7,60.0,9,5,5.0,5.0,1,4,38
DEMO103895,54.719447940649864,-6.110878844320954,3,1,3,13/10/2025,1,09:49,7,20.0,8,4,5.0,2.0,1,6,31
DEMO103896,52.93993365013047,-1.3598131263278268,2,2,3,20/10/2025,1,21:29,1,30.0,8,4,1.0,1.0,2,1,30
DEMO103897,51.57858668899657,0.4046183289539026,2,2,3,28/08/2025,4,06:27,12,30.0,9,1,,4.0,1,6,25
DEMO103898,53.55283128217314,-1.4389801831916746,1,3,3,28/08/2025,4,10:15,2,70.0,1,4,1.0,4.0,2,3,43
DEMO103899,54.54043936909704,-5.756691904776267,2,4,5,10/09/2025,3,21:12,12,30.0,8,1,2.0,2.0,1,3,14
DEMO103900,53.041764718709345,-1.482732678069286,2,1,2,31/07/2025,4,23:02,2,60.0,2,5,1.0,1.0,1,2,29
DEMO103901,54.784500387966794,-6.174433476219904,3,2,3,25/03/2025,2,15:23,1,40.0,9,1,1.0,1.0,2,3,38
DEMO103902,52.68743781002731,-1.1072870090910123,3,3,3,14/04/2025,1,16:59,7,30.0,7,4,6.0,2.0,1,5,6
DEMO103903,51.78962759642392,-0.21890475735049814,2,3,3,28/09/2025,7,14:56,2,30.0,8,6,8.0,3.0,2,2,37
DEMO103904,51.7409771206229,-3.4202233938270474,3,5,8,14/08/2025,4,06:41,1,40.0,1,1,5.0,1.0,1,5,27
DEMO103905,56.13649070960739,-3.121318614647228,3,2,2,28/03/2025,5,21:21,7,20.0,2,1,1.0,1.0,2,1,2
DEMO103906,56.09197551389988,-4.661781981459891,3,2,4,17/11/2025,1,00:31,9,30.0,8,7,2.0,1.0,1,5,14
DEMO103907,54.5292023881901,-5.8572664247683175,2,4,4,24/12/2025,3,01:45,3,40.0,3,1,1.0,1.0,1,2,35
DEMO103908,53.33722322166487,-2.458729079319791,2,3,3,17/08/2025,7,14:00,6,40.0,6,1,1.0,1.0,1,1,15
DEMO103909,51.4968838151049,-3.009034149846746,3,2,3,25/03/2025,2,20:55,7,30.0,8,1,2.0,1.0,2,6,25
DEMO103910,53.53498962167074,-2.2183216435181445,2,1,1,09/12/2025,2,19:52,3,70.0,1,1,8.0,1.0,1,6,44
DEMO103911,54.484766301207465,-5.803392329088577,3,6,6,28/03/2025,5,16:58,3,30.0,2,4,3.0,1.0,1,4,3
DEMO103912,53.586868285633706,-1.9210349234675528,3,2,2,07/06/2025,6,09:05,7,70.0,2,6,1.0,1.0,1,6,18
DEMO103913,53.20852035056942,-1.3183358631140378,2,4,5,10/11/2025,1,08:56,9,50.0,9,5,3.0,3.0,2,5,21
DEMO103914,56.11447189219353,-3.4232172682103017,2,2,3,10/07/2025,4,10:36,3,60.0,1,1,8.0,1.0,2,4,39
DEMO103915,51.515900868045996,0.16056016838419926,3,2,2,30/03/2025,7,06:33,7,50.0,3,6,1.0,1.0,2,1,1
DEMO103916,51.06812090887689,,3,4,4,30/01/2025,4,10:10,6,30.0,9,6,5.0,1.0,1,2,17
DEMO103917,51.20513310482998,-2.8715608552185947,1,4,4,12/05/2025,1,02:29,7,60.0,8,1,1.0,1.0,2,5,43
DEMO103918,51.49047632588153,-0.6872144304454725,3,2,2,03/09/2025,3,07:21,9,60.0,8,4,1.0,1.0,1,6,10
DEMO103919,53.49667838542384,-1.3256170379473295,3,4,4,18/09/2025,4,22:59,6,60.0,7,1,7.0,5.0,1,3,32
DEMO103920,54.34131894431251,-6.154286224161636,3,1,3,23/03/2025,7,16:20,1,60.0,8,1,1.0,1.0,1,3,42
DEMO103921,53.39836039758596,-1.255093910407188,2,2,2,27/02/2025,4,03:13,9,20.0,9,6,4.0,1.0,2,3,39
DEMO103922,53.53644435891164,-3.0522704419688433,2,1,1,14/09/2025,7,06:56,7,70.0,9,6,1.0,2.0,1,3,24
DEMO103923,53.39672260387114,-3.0722645878836703,2,2,3,28/02/2025,5,06:11,7,70.0,7,7,3.0,4.0,2,6,23
DEMO103924,53.26928207777449,-1.5643401252631473,2,2,3,24/01/2025,5,06:54,6,60.0,8,1,3.0,1.0,1,1,19
DEMO103925,52.68793650005871,-1.3020719427412457,3,1,1,27/06/2025,5,16:57,3,50.0,8,1,6.0,1.0,1,1,41
DEMO103926,53.09385861240082,-1.4650887817756115,2,3,3,28/07/2025,1,21:18,6,60.0,8,1,5.0,1.0,1,4,21
DEMO103927,52.368398810302025,-1.982214114585502,3,4,5,30/03/2025,7,17:41,6,40.0,8,1,4.0,1.0,1,3,10
DEMO103928,53.67743636853099,-1.43859504697269,3,3,3,19/03/2025,3,11:47,3,40.0,1,1,1.0,,2,2,36
DEMO103929,55.89607138338253,-3.892928881214663,2,3,3,28/03/2025,5,03:32,2,70.0,8,4,1.0,2.0,1,5,28
DEMO103930,55.93066457524225,-4.128874124030918,2,4,4,06/05/2025,2,03:41,9,30.0,3,5,3.0,1.0,1,1,9
DEMO103931,51.65727785945016,-0.19732195415210135,3,1,2,04/01/2025,6,19:07,6,60.0,1,1,2.0,1.0,1,1,6
DEMO103932,55.79860673376126,-4.339065633191225,3,2,3,05/01/2025,7,16:30,7,30.0,1,1,1.0,2.0,2,2,16
DEMO103933,55.94878183809562,-4.968466548698747,1,4,5,16/05/2025,5,12:30,1,30.0,2,1,8.0,1.0,1,4,40
DEMO103934,53.364599239754426,-2.336653517829345,3,4,5,08/01/2025,3,13:33,6,40.0,6,6,1.0,1.0,1,4,15
DEMO103935,51.33749147638122,-3.1468574238359324,3,1,1,27/04/2025,7,20:56,2,50.0,2,1,1.0,2.0,2,6,5
DEMO103936,52.79074129209047,-1.3049087006054394,3,4,4,01/08/2025,5,19:49,9,30.0,8,1,7.0,1.0,1,5,40
DEMO103937,53.32034116785338,-3.1180175237137444,1,4,4,12/01/2025,7,02:36,7,60.0,9,1,2.0,1.0,1,2,26
DEMO103938,56.234726843735245,-4.8474792612912045,3,5,5,14/08/2025,4,09:24,6,30.0,0,1,4.0,1.0,1,2,28
DEMO103939,52.792122804437426,-1.4918171698464626,3,3,3,15/08/2025,5,01:24,12,50.0,1,1,1.0,1.0,1,1,25
DEMO103940,53.065280884426336,-1.4221349504800358,3,3,4,29/07/2025,2,09:01,3,30.0,2,6,2.0,1.0,1,2,22
DEMO103941,53.759943021307684,-1.7226501509886916,3,3,5,17/08/2025,7,15:33,3,20.0,8,1,3.0,1.0,1,6,8
DEMO103942,54.39281712550232,-6.659804817833134,2,2,3,23/10/2025,4,05:15,9,30.0,2,1,1.0,1.0,2,2,40
DEMO103943,54.739758915128576,-5.9756662981683695,3,1,2,26/01/2025,7,03:53,6,30.0,1,1,4.0,1.0,2,2,25
DEMO103944,52.39558161623006,-1.9120182396542078,2,5,5,03/03/2025,1,11:46,7,60.0,1,1,1.0,1.0,2,1,31
DEMO103945,55.78386705776286,-4.153176323148129,3,3,3,26/04/2025,6,12:54,12,40.0,1,7,1.0,2.0,1,5,19
DEMO103946,51.70235039413194,,2,2,2,09/09/2025,2,17:59,7,60.0,8,5,1.0,,1,6,35
DEMO103947,51.40731933947105,-2.389964628349263,3,4,4,15/11/2025,6,00:24,3,50.0,8,1,1.0,1.0,1,5,2
DEMO103948,54.637600833462095,-5.501838361779821,3,2,3,02/12/2025,2,05:25,3,30.0,2,4,1.0,1.0,1,1,25
DEMO103949,53.47580100612309,-2.5804374046576894,2,3,5,01/08/2025,5,18:36,9,70.0,3,1,5.0,2.0,1,6,33
DEMO103950,51.43759081796166,-2.887386191405243,3,2,2,30/05/2025,5,16:25,1,60.0,7,1,2.0,1.0,1,4,38
DEMO103951,53.24326442255464,-2.162184367124499,3,6,7,31/05/2025,6,21:16,6,20.0,9,1,1.0,1.0,1,4,15
DEMO103952,56.01862850595543,-4.111143613610399,2,1,3,22/01/2025,3,19:42,9,40.0,8,6,2.0,4.0,1,6,37
DEMO103953,53.44835774337302,-3.284116496248704,2,3,8,19/06/2025,4,20:27,9,30.0,8,5,1.0,1.0,1,3,8
DEMO103954,53.52758131385984,-1.065258131954725,3,4,4,07/07/2025,1,12:56,2,30.0,9,1,2.0,1.0,1,2,11
DEMO103955,54.618058363158994,-6.15631421923237,1,4,6,18/03/2025,2,23:13,9,30.0,3,6,6.0,1.0,2,1,4
DEMO103956,53.144904059339616,-1.2169586091959563,3,2,2,08/10/2025,3,09:26,3,40.0,0,1,4.0,1.0,1,3,43
DEMO103957,,-4.0916054540276585,3,2,3,24/10/2025,5,21:31,9,30.0,8,1,3.0,1.0,1,5,31
DEMO103958,52.73319699935087,-1.5459831831969029,3,3,4,21/04/2025,1,09:54,7,30.0,1,1,1.0,1.0,1,6,20
DEMO103959,53.317804173371265,-2.4815442653310744,3,5,6,30/11/2025,7,10:34,6,40.0,3,1,1.0,2.0,1,4,19
DEMO103960,54.4549928072055,-5.752264284727803,3,5,5,09/02/2025,7,16:04,1,50.0,8,1,4.0,1.0,1,4,23
DEMO103961,51.80327525727431,-3.2054528164025413,3,1,2,29/11/2025,6,09:20,3,30.0,7,7,2.0,4.0,1,2,43
DEMO103962,53.529969494594766,-1.8223518616751477,3,1,2,08/10/2025,3,03:53,3,30.0,2,1,3.0,1.0,1,5,34
DEMO103963,51.79030367904933,-2.73493014351741,3,1,1,23/03/2025,7,21:16,9,40.0,6,1,8.0,1.0,1,2,43
DEMO103964,53.591126677581244,-2.5316980138078535,2,3,3,26/08/2025,2,10:20,6,30.0,2,1,,1.0,1,6,42
DEMO103965,51.43154709170246,-3.015374622255104,3,4,4,24/04/2025,4,22:09,9,40.0,0,1,5.0,1.0,1,5,9
DEMO103966,56.28941615166784,-3.5300764474615622,3,2,4,19/10/2025,7,09:43,1,40.0,3,1,2.0,1.0,2,1,4
DEMO103967,53.15346823356869,-2.1380201837664794,3,4,4,28/02/2025,5,23:08,3,,0,1,1.0,1.0,1,6,5
DEMO103968,53.52507976308991,-1.4739962140377334,3,2,3,31/03/2025,1,14:22,7,50.0,9,1,1.0,1.0,1,3,29
DEMO103969,52.923917917012396,-1.3906426420122642,3,4,5,23/04/2025,3,18:42,7,40.0,3,1,3.0,1.0,1,6,23
DEMO103970,53.67952399925816,-2.9930225007889963,3,2,4,14/03/2025,5,18:53,6,40.0,9,1,1.0,1.0,1,5,17
DEMO103971,54.41232440881992,-6.141976262532344,3,4,4,02/05/2025,5,04:13,3,40.0,9,5,4.0,1.0,2,6,9
DEMO103972,52.43108450898542,-1.800104588548505,3,2,4,08/08/2025,5,19:19,2,40.0,3,7,4.0,1.0,1,6,33
DEMO103973,53.62674077700062,-1.51953889249756,3,2,2,20/08/2025,3,22:07,7,40.0,3,1,2.0,1.0,2,1,21
DEMO103974,52.59278741283728,-2.015580256485569,2,2,3,22/07/2025,2,15:26,9,60.0,9,5,2.0,2.0,1,2,6
DEMO103975,55.83093874423298,-3.6383587969754165,2,5,6,11/03/2025,2,22:59,9,40.0,0,5,3.0,2.0,1,5,6
DEMO103976,53.62988021002697,-1.7553020684540286,3,3,3,15/03/2025,6,20:18,7,70.0,6,4,2.0,1.0,1,5,16
DEMO103977,54.47867571520169,-5.810039502865985,2,3,4,02/12/2025,2,15:15,7,70.0,2,5,6.0,1.0,1,4,20
DEMO103978,52.74225144701187,-1.0170757956873002,3,1,1,02/04/2025,3,11:23,9,30.0,8,1,1.0,1.0,2,6,13
DEMO103979,52.40144756753892,-1.960798751993061,3,1,2,07/02/2025,5,20:53,9,60.0,8,7,8.0,1.0,1,4,6
DEMO103980,53.70322698145933,-2.9332230532123704,3,2,3,15/06/2025,7,04:32,1,30.0,7,1,1.0,1.0,2,3,7
DEMO103981,52.67394528037627,-1.784429292555049,3,2,2,03/01/2025,5,13:36,3,70.0,3,1,1.0,1.0,1,1,44
DEMO103982,56.07241123886867,-4.270577659245677,3,3,3,06/05/2025,2,19:46,9,70.0,7,5,4.0,5.0,1,5,10
DEMO103983,55.76500202193002,-4.386893079636135,3,4,6,09/11/2025,7,22:42,9,30.0,7,7,1.0,2.0,2,1,7
DEMO103984,51.2440539092421,-3.1993403030510743,2,3,3,08/04/2025,2,06:35,7,30.0,7,1,1.0,1.0,1,6,2
DEMO103985,51.71038753436728,-2.7343439694033496,2,2,3,14/09/2025,7,02:33,3,,9,7,1.0,1.0,1,2,7
DEMO103986,53.55284407649104,-1.2209175834728543,3,2,3,28/06/2025,6,08:31,9,30.0,2,5,4.0,1.0,2,6,38
DEMO103987,51.50849715047599,0.08131553785023438,3,2,2,10/05/2025,6,20:10,3,50.0,1,5,2.0,1.0,1,1,7
DEMO103988,51.334774290812824,-2.57061581310015,2,4,6,30/08/2025,6,12:24,3,30.0,1,6,1.0,1.0,1,4,4
DEMO103989,53.421971709739296,-3.171127984887156,3,3,3,06/08/2025,3,01:50,6,40.0,8,5,2.0,1.0,1,3,16
DEMO103990,55.645642621712554,-3.2653803747267616,2,3,3,27/04/2025,7,02:02,7,30.0,9,4,1.0,1.0,2,5,1
DEMO103991,56.10642552309263,-3.3308770037418656,3,2,2,23/03/2025,7,08:49,3,60.0,2,6,8.0,1.0,2,6,8
DEMO103992,52.7328907854603,-1.915003744837599,3,5,6,01/12/2025,1,08:33,7,40.0,3,1,1.0,1.0,2,6,24
DEMO103993,53.98884775352166,-1.9355503835625631,2,2,2,03/03/2025,1,03:20,7,50.0,9,7,3.0,1.0,1,6,20
DEMO103994,52.75450520053734,-1.2930129067629461,2,1,2,17/12/2025,3,11:06,3,60.0,1,6,2.0,5.0,1,4,29
DEMO103995,51.532664697755784,-2.852406353239288,3,2,2,21/06/2025,6,11:45,3,60.0,9,5,2.0,1.0,1,6,19
DEMO103996,51.4765680001111,-0.29754830666498366,3,2,5,30/12/2025,2,04:00,7,40.0,9,1,8.0,1.0,1,4,21
DEMO103997,51.481481937058234,-2.7413752832643627,3,4,5,09/05/2025,5,05:32,12,30.0,8,1,1.0,1.0,2,4,34
DEMO103998,56.16288713439051,-4.330576815517119,3,4,4,26/07/2025,6,15:09,9,30.0,2,1,4.0,,1,4,22
DEMO103999,52.87647042821737,-1.1128243414466348,3,3,5,13/08/2025,3,22:54,2,40.0,8,1,2.0,1.0,1,4,32
DEMO104000,53.9230777760109,-1.6041372117198893,3,4,5,04/05/2025,7,23:10,7,30.0,2,5,4.0,1.0,1,1,9
DEMO104001,51.16748650185669,-3.0293736968271663,2,6,6,21/03/2025,5,13:48,9,60.0,1,7,1.0,1.0,1,6,40
DEMO104002,51.520353894018996,-0.22244101313221548,3,5,7,09/07/2025,3,00:34,3,30.0,1,5,1.0,1.0,1,6,30
DEMO104003,53.57597078527465,-3.124536533985222,1,4,4,30/08/2025,6,21:02,7,30.0,0,1,1.0,1.0,1,4,41
DEMO104004,55.92625886755602,-3.3537429520458093,3,4,5,06/04/2025,7,22:43,3,50.0,9,7,1.0,1.0,2,4,41
DEMO104005,54.70796588478638,-6.10897371478852,3,3,4,07/10/2025,2,06:52,7,50.0,8,6,8.0,1.0,1,1,13
DEMO104006,53.65489786140607,-1.1887562900237099,3,1,4,22/08/2025,5,09:13,1,30.0,2,5,5.0,1.0,2,3,27
DEMO104007,53.29717797214986,-1.3787921613792555,3,4,5,02/03/2025,7,00:58,3,60.0,7,1,1.0,4.0,1,4,11
DEMO104008,53.45655920905641,-2.3908453363362328,3,5,6,09/12/2025,2,19:47,3,60.0,7,5,2.0,1.0,1,2,1
DEMO104009,52.38855201907883,-1.6891975049525603,2,2,2,17/01/2025,5,18:44,3,30.0,1,1,4.0,3.0,1,1,36
DEMO104010,51.61620904314935,-2.312360385775885,2,8,10,27/08/2025,3,00:20,2,70.0,2,1,1.0,1.0,1,6,29
DEMO104011,51.67836373357991,-3.3505249271784536,2,1,4,10/06/2025,2,16:07,3,40.0,7,4,2.0,1.0,2,5,16
DEMO104012,55.98078020636999,-4.322331781764556,3,2,4,27/08/2025,3,09:25,6,30.0,8,5,4.0,1.0,1,1,15
DEMO104013,52.95271453354134,-2.989679449376835,3,1,3,10/10/2025,5,13:48,1,60.0,1,1,1.0,1.0,1,5,37
DEMO104014,53.743543437658026,-1.7339512490050066,2,3,3,08/09/2025,1,05:35,3,60.0,9,7,2.0,1.0,1,3,8
DEMO104015,52.6377776293857,-2.0092421026534653,3,4,4,26/08/2025,2,19:38,3,50.0,7,6,1.0,1.0,2,4,43
DEMO104016,53.77135380346381,-1.667714719691199,3,3,3,03/11/2025,1,09:46,12,30.0,6,4,1.0,1.0,1,5,5
DEMO104017,52.44611610004853,-1.9257625861234962,3,3,4,14/09/2025,7,20:20,2,30.0,1,1,4.0,1.0,1,2,20
DEMO104018,53.64913341658771,-1.5082670863318666,3,3,3,25/10/2025,6,03:02,7,30.0,7,1,4.0,2.0,2,4,28
DEMO104019,56.04177285514384,-4.468502550551836,3,2,3,28/05/2025,3,14:53,3,40.0,2,5,9.0,1.0,1,3,39
DEMO104020,52.59393520494155,-2.2435502661162494,3,3,3,16/03/2025,7,07:36,3,,1,6,1.0,1.0,2,3,22
DEMO104021,51.23948228226583,0.10704912916694892,3,3,3,27/03/2025,4,23:33,9,70.0,9,1,4.0,1.0,1,5,18
DEMO104022,52.753383680757395,-1.1141109535911204,2,3,4,12/08/2025,2,13:34,7,30.0,3,1,8.0,3.0,1,5,8
DEMO104023,53.87159034252208,-1.6228297265017926,3,2,3,14/07/2025,1,17:51,7,50.0,0,1,3.0,4.0,1,5,23
DEMO104024,53.033962591572006,-2.783813280138569,3,2,2,29/01/2025,3,02:46,2,50.0,2,1,8.0,1.0,2,1,32
DEMO104025,52.781362244999904,-2.1840999449059613,3,3,3,16/03/2025,7,16:40,3,50.0,1,5,9.0,1.0,1,2,35
DEMO104026,53.50530547246593,-2.16706302004767,2,2,4,20/12/2025,6,02:46,3,70.0,9,1,,1.0,1,4,4
DEMO104027,53.281670388013175,-3.036758643157317,1,4,4,23/09/2025,2,08:17,3,60.0,2,1,9.0,1.0,2,1,38
DEMO104028,55.7685211219052,-4.243519756668123,3,2,2,03/10/2025,5,05:42,12,20.0,6,1,3.0,2.0,2,3,3
DEMO104029,51.671764821744965,-2.5758795883513033,2,5,5,13/03/2025,4,00:58,3,60.0,8,6,2.0,1.0,1,5,1
DEMO104030,52.72806438926031,-0.585981747163316,3,5,7,24/01/2025,5,14:14,3,70.0,1,1,7.0,2.0,1,3,44
DEMO104031,52.60866076287026,-1.2789324441581966,3,3,6,17/04/2025,4,05:34,2,20.0,3,1,6.0,1.0,1,4,3
DEMO104032,53.62201451056696,-1.7514171380704053,3,3,3,09/11/2025,7,12:40,3,40.0,8,4,1.0,3.0,1,1,8
DEMO104033,53.853962876320345,-1.4204787733435627,2,3,4,04/07/2025,5,18:31,1,40.0,9,7,1.0,1.0,2,2,32
DEMO104034,53.69676615844055,-2.746391659448843,3,3,4,14/10/2025,2,04:58,3,40.0,8,1,1.0,1.0,1,5,37
DEMO104035,51.72650626689746,-0.4521640493321848,2,2,5,27/06/2025,5,17:24,12,60.0,0,1,6.0,1.0,2,5,18
DEMO104036,55.78565179053018,-4.1581355636780515,3,5,6,28/06/2025,6,07:13,7,60.0,2,4,1.0,1.0,2,2,26
DEMO104037,53.43205817681955,-1.7501945794846134,2,1,1,08/08/2025,5,07:08,3,30.0,2,1,1.0,3.0,2,3,28
DEMO104038,53.86343227905978,-1.8741733723704368,2,3,3,17/12/2025,3,13:50,3,30.0,3,7,2.0,1.0,2,2,16
DEMO104039,51.49439396165743,-2.641165548152976,1,4,4,09/06/2025,1,15:41,7,30.0,9,5,1.0,4.0,2,5,16
DEMO104040,53.44631267553881,-1.7083304443376788,3,1,1,06/08/2025,3,15:34,1,60.0,0,1,8.0,1.0,1,1,33
DEMO104041,53.32461780441138,-1.7795486507525973,3,3,4,02/12/2025,2,04:25,9,20.0,2,7,2.0,1.0,2,3,41
DEMO104042,56.09553042817365,-3.3925806594123245,3,5,6,16/05/2025,5,13:24,7,50.0,6,5,1.0,1.0,2,3,42
DEMO104043,52.822023585192625,-2.0151272142025816,3,6,7,03/11/2025,1,06:56,6,50.0,0,1,1.0,1.0,1,6,25
DEMO104044,51.526091035305846,-2.4389556607734,3,2,3,15/07/2025,2,06:40,9,30.0,6,1,5.0,2.0,1,4,10
DEMO104045,51.704123965138635,-0.3634068438665473,2,3,3,17/11/2025,1,22:57,3,30.0,1,5,3.0,1.0,1,5,20
DEMO104046,53.56730485029351,-2.974252362751597,2,2,2,20/06/2025,5,02:48,1,60.0,8,7,2.0,,1,2,32
DEMO104047,53.41241402239221,-2.6851239634578707,3,2,4,18/08/2025,1,09:46,7,30.0,2,1,1.0,1.0,1,6,40
DEMO104048,51.21409027127656,-2.640590949449772,3,1,1,28/04/2025,1,10:33,3,40.0,6,1,7.0,2.0,1,6,14
DEMO104049,53.61210295934769,-2.8154301647658864,3,1,2,20/08/2025,3,05:14,1,30.0,7,7,5.0,4.0,1,4,4
DEMO104050,54.1342414427125,-1.663870769443209,3,1,2,30/04/2025,3,18:39,12,30.0,2,1,4.0,2.0,1,2,27
DEMO104051,51.37849094133425,-2.459597724935623,3,3,3,11/08/2025,1,11:42,9,30.0,2,1,2.0,1.0,1,6,31
DEMO104052,56.16777991905503,-3.6485347599118674,2,2,3,15/10/2025,3,17:31,2,30.0,6,1,9.0,1.0,1,5,22
DEMO104053,55.98037200745133,-3.456181313458653,3,2,3,08/06/2025,7,09:01,9,30.0,8,5,4.0,,1,6,11
DEMO104054,51.25903690710801,0.007055488823178996,3,3,5,06/06/2025,5,21:57,1,30.0,3,5,2.0,4.0,1,5,12
DEMO104055,51.4629324509937,-2.4363473280379027,3,2,4,28/04/2025,1,17:49,9,40.0,6,1,8.0,1.0,1,1,9
DEMO104056,51.37930056153781,-2.7306576503026116,2,4,5,24/09/2025,3,07:21,3,30.0,7,1,7.0,4.0,1,2,28
DEMO104057,53.03450225442929,,3,3,3,05/08/2025,2,23:29,6,30.0,3,4,4.0,2.0,1,6,21
DEMO104058,53.55268933646476,-1.9644690881461404,3,3,3,08/07/2025,2,20:07,7,60.0,8,5,5.0,2.0,1,1,40
DEMO104059,53.26499023040061,-1.7002336855049198,3,1,1,10/01/2025,5,14:56,2,40.0,0,1,2.0,2.0,1,3,38
DEMO104060,52.25075800620817,-1.8916124700918093,2,4,5,10/02/2025,1,00:13,9,60.0,6,1,2.0,1.0,1,2,6
DEMO104061,51.42493660377811,-0.4589652797952799,3,2,3,03/01/2025,5,14:22,2,60.0,9,4,1.0,1.0,1,4,19
DEMO104062,53.660062059548785,-1.2094807685324804,1,3,6,07/11/2025,5,16:25,12,30.0,7,1,3.0,1.0,2,3,5
DEMO104063,52.74351460409944,-1.227756132910513,3,5,6,07/11/2025,5,08:15,2,40.0,6,1,1.0,1.0,2,4,2
DEMO104064,56.083730319563365,-3.071892680450032,2,1,1,25/01/2025,6,03:38,3,70.0,8,7,1.0,2.0,1,4,2
DEMO104065,51.56223587644091,-3.1393954598497293,2,4,5,17/01/2025,5,13:59,1,30.0,3,7,8.0,1.0,1,4,22
DEMO104066,51.38228882247764,-3.783543685097195,2,2,2,13/10/2025,1,19:51,3,30.0,3,1,,3.0,1,1,31
DEMO104067,53.25666240945526,-2.568627926312982,2,1,2,11/07/2025,5,07:31,7,30.0,1,6,5.0,3.0,1,3,17
DEMO104068,55.97110998424666,-3.422229754988039,2,2,3,23/04/2025,3,10:07,7,70.0,1,5,1.0,1.0,1,2,9
DEMO104069,52.4811579731357,-1.8056406254819848,3,3,3,13/08/2025,3,00:51,9,30.0,0,7,1.0,1.0,1,2,27
DEMO104070,52.395588778621935,-1.5187539587610286,3,2,2,28/03/2025,5,16:15,6,,8,7,1.0,1.0,1,3,24
DEMO104071,56.038191609720585,-3.3649126767128315,3,1,2,14/03/2025,5,20:54,6,40.0,3,4,2.0,1.0,2,3,21
DEMO104072,51.7742839888438,-3.5571374036117986,3,2,2,15/05/2025,4,18:23,3,40.0,9,1,2.0,2.0,1,4,4
DEMO104073,54.82043918187568,-5.5338084187186825,2,1,4,23/11/2025,7,10:31,7,30.0,1,1,1.0,2.0,2,5,16
